Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,navy-oversized-tee-003,Navy Oversized Tee,Navy / Cotton,Relaxed oversized T-shirt with a streetwear silhouette. Color: Navy. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,360,33,27,6,6109,TR,,Cotton,,,,,clothing,TRUE,EXT-0003,,L,NAVOVETEE003-L,8930000000032,FALSE,TRUE,384,33,27,6,6109,TR,,Cotton,29.0,35,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,navy-oversized-tee-003,Navy Oversized Tee,Navy / Cotton,Relaxed oversized T-shirt with a streetwear silhouette. Color: Navy. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,360,33,27,6,6109,TR,,Cotton,,,,,clothing,TRUE,EXT-0003,,XL,NAVOVETEE003-XL,8930000000033,FALSE,TRUE,396,33,27,6,6109,TR,,Cotton,30.5,37,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,gray-pocket-tee-004,Gray Pocket Tee,Gray / Cotton,Casual T-shirt with a chest pocket and soft hand feel. Color: Gray. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,340,34,28,3,6109,IT,,Cotton,,,,,clothing,TRUE,EXT-0004,,S,GRAPOCTEE004-S,8930000000040,FALSE,TRUE,340,34,28,3,6109,IT,,Cotton,25.0,30,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,gray-pocket-tee-004,Gray Pocket Tee,Gray / Cotton,Casual T-shirt with a chest pocket and soft hand feel. Color: Gray. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,340,34,28,3,6109,IT,,Cotton,,,,,clothing,TRUE,EXT-0004,,M,GRAPOCTEE004-M,8930000000041,FALSE,TRUE,352,34,28,3,6109,IT,,Cotton,26.5,32,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,gray-pocket-tee-004,Gray Pocket Tee,Gray / Cotton,Casual T-shirt with a chest pocket and soft hand feel. Color: Gray. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,340,34,28,3,6109,IT,,Cotton,,,,,clothing,TRUE,EXT-0004,,L,GRAPOCTEE004-L,8930000000042,FALSE,TRUE,364,34,28,3,6109,IT,,Cotton,28.0,34,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,gray-pocket-tee-004,Gray Pocket Tee,Gray / Cotton,Casual T-shirt with a chest pocket and soft hand feel. Color: Gray. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,340,34,28,3,6109,IT,,Cotton,,,,,clothing,TRUE,EXT-0004,,XL,GRAPOCTEE004-XL,8930000000043,FALSE,TRUE,376,34,28,3,6109,IT,,Cotton,29.5,36,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,olive-training-tee-005,Olive Training Tee,Olive / Cotton blend,Breathable T-shirt for workouts and active days. Color: Olive. Made from cotton blend. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,310,35,29,4,6109,DK,,Cotton blend,,,,,clothing,TRUE,EXT-0005,,S,OLITRATEE005-S,8930000000050,FALSE,TRUE,310,35,29,4,6109,DK,,Cotton blend,28.0,34,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,olive-training-tee-005,Olive Training Tee,Olive / Cotton blend,Breathable T-shirt for workouts and active days. Color: Olive. Made from cotton blend. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,310,35,29,4,6109,DK,,Cotton blend,,,,,clothing,TRUE,EXT-0005,,M,OLITRATEE005-M,8930000000051,FALSE,TRUE,322,35,29,4,6109,DK,,Cotton blend,29.5,36,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,olive-training-tee-005,Olive Training Tee,Olive / Cotton blend,Breathable T-shirt for workouts and active days. Color: Olive. Made from cotton blend. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,310,35,29,4,6109,DK,,Cotton blend,,,,,clothing,TRUE,EXT-0005,,L,OLITRATEE005-L,8930000000052,FALSE,TRUE,334,35,29,4,6109,DK,,Cotton blend,31.0,38,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,olive-training-tee-005,Olive Training Tee,Olive / Cotton blend,Breathable T-shirt for workouts and active days. Color: Olive. Made from cotton blend. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,310,35,29,4,6109,DK,,Cotton blend,,,,,clothing,TRUE,EXT-0005,,XL,OLITRATEE005-XL,8930000000053,FALSE,TRUE,346,35,29,4,6109,DK,,Cotton blend,32.5,40,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,stone-long-sleeve-tee-006,Stone Long Sleeve Tee,Stone / Cotton,Light long-sleeve tee for layering in cooler weather. Color: Stone. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,380,36,30,5,6109,VN,,Cotton,,,,,clothing,TRUE,EXT-0006,,S,STOLONSLETEE006-S,8930000000060,FALSE,TRUE,380,36,30,5,6109,VN,,Cotton,30.0,36,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,stone-long-sleeve-tee-006,Stone Long Sleeve Tee,Stone / Cotton,Light long-sleeve tee for layering in cooler weather. Color: Stone. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,380,36,30,5,6109,VN,,Cotton,,,,,clothing,TRUE,EXT-0006,,M,STOLONSLETEE006-M,8930000000061,FALSE,TRUE,392,36,30,5,6109,VN,,Cotton,31.5,38,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,stone-long-sleeve-tee-006,Stone Long Sleeve Tee,Stone / Cotton,Light long-sleeve tee for layering in cooler weather. Color: Stone. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,380,36,30,5,6109,VN,,Cotton,,,,,clothing,TRUE,EXT-0006,,L,STOLONSLETEE006-L,8930000000062,FALSE,TRUE,404,36,30,5,6109,VN,,Cotton,33.0,40,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,stone-long-sleeve-tee-006,Stone Long Sleeve Tee,Stone / Cotton,Light long-sleeve tee for layering in cooler weather. Color: Stone. Made from cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,380,36,30,5,6109,VN,,Cotton,,,,,clothing,TRUE,EXT-0006,,XL,STOLONSLETEE006-XL,8930000000063,FALSE,TRUE,416,36,30,5,6109,VN,,Cotton,34.5,42,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,burgundy-crewneck-sweatshirt-007,Burgundy Crewneck Sweatshirt,Burgundy / Fleece cotton,Warm crewneck sweatshirt with ribbed cuffs. Color: Burgundy. Made from fleece cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,560,37,31,6,6109,PT,,Fleece cotton,,,,,clothing,TRUE,EXT-0007,,S,BURCRESWE007-S,8930000000070,FALSE,TRUE,560,37,31,6,6109,PT,,Fleece cotton,45.0,54,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,burgundy-crewneck-sweatshirt-007,Burgundy Crewneck Sweatshirt,Burgundy / Fleece cotton,Warm crewneck sweatshirt with ribbed cuffs. Color: Burgundy. Made from fleece cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,560,37,31,6,6109,PT,,Fleece cotton,,,,,clothing,TRUE,EXT-0007,,M,BURCRESWE007-M,8930000000071,FALSE,TRUE,572,37,31,6,6109,PT,,Fleece cotton,46.5,56,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,burgundy-crewneck-sweatshirt-007,Burgundy Crewneck Sweatshirt,Burgundy / Fleece cotton,Warm crewneck sweatshirt with ribbed cuffs. Color: Burgundy. Made from fleece cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,560,37,31,6,6109,PT,,Fleece cotton,,,,,clothing,TRUE,EXT-0007,,L,BURCRESWE007-L,8930000000072,FALSE,TRUE,584,37,31,6,6109,PT,,Fleece cotton,48.0,58,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,burgundy-crewneck-sweatshirt-007,Burgundy Crewneck Sweatshirt,Burgundy / Fleece cotton,Warm crewneck sweatshirt with ribbed cuffs. Color: Burgundy. Made from fleece cotton. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,560,37,31,6,6109,PT,,Fleece cotton,,,,,clothing,TRUE,EXT-0007,,XL,BURCRESWE007-XL,8930000000073,FALSE,TRUE,596,37,31,6,6109,PT,,Fleece cotton,49.5,60,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png
,forest-vintage-sweatshirt-008,Forest Vintage Sweatshirt,Forest / Cotton fleece,Washed sweatshirt with a soft vintage finish. Color: Forest. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,540,38,32,3,6109,TR,,Cotton fleece,,,,,clothing,TRUE,EXT-0008,,S,FORVINSWE008-S,8930000000080,FALSE,TRUE,540,38,32,3,6109,TR,,Cotton fleece,48.0,58,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,forest-vintage-sweatshirt-008,Forest Vintage Sweatshirt,Forest / Cotton fleece,Washed sweatshirt with a soft vintage finish. Color: Forest. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,540,38,32,3,6109,TR,,Cotton fleece,,,,,clothing,TRUE,EXT-0008,,M,FORVINSWE008-M,8930000000081,FALSE,TRUE,552,38,32,3,6109,TR,,Cotton fleece,49.5,60,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,forest-vintage-sweatshirt-008,Forest Vintage Sweatshirt,Forest / Cotton fleece,Washed sweatshirt with a soft vintage finish. Color: Forest. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,540,38,32,3,6109,TR,,Cotton fleece,,,,,clothing,TRUE,EXT-0008,,L,FORVINSWE008-L,8930000000082,FALSE,TRUE,564,38,32,3,6109,TR,,Cotton fleece,51.0,62,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,forest-vintage-sweatshirt-008,Forest Vintage Sweatshirt,Forest / Cotton fleece,Washed sweatshirt with a soft vintage finish. Color: Forest. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,540,38,32,3,6109,TR,,Cotton fleece,,,,,clothing,TRUE,EXT-0008,,XL,FORVINSWE008-XL,8930000000083,FALSE,TRUE,576,38,32,3,6109,TR,,Cotton fleece,52.5,64,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-back.png
,charcoal-pullover-hoodie-009,Charcoal Pullover Hoodie,Charcoal / Cotton fleece,Comfortable pullover hoodie with kangaroo pocket. Color: Charcoal. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,680,39,33,4,6109,IT,,Cotton fleece,,,,,clothing,TRUE,EXT-0009,,S,CHAPULHOO009-S,8930000000090,FALSE,TRUE,680,39,33,4,6109,IT,,Cotton fleece,55.0,65,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,charcoal-pullover-hoodie-009,Charcoal Pullover Hoodie,Charcoal / Cotton fleece,Comfortable pullover hoodie with kangaroo pocket. Color: Charcoal. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,680,39,33,4,6109,IT,,Cotton fleece,,,,,clothing,TRUE,EXT-0009,,M,CHAPULHOO009-M,8930000000091,FALSE,TRUE,692,39,33,4,6109,IT,,Cotton fleece,56.5,67,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,charcoal-pullover-hoodie-009,Charcoal Pullover Hoodie,Charcoal / Cotton fleece,Comfortable pullover hoodie with kangaroo pocket. Color: Charcoal. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,680,39,33,4,6109,IT,,Cotton fleece,,,,,clothing,TRUE,EXT-0009,,L,CHAPULHOO009-L,8930000000092,FALSE,TRUE,704,39,33,4,6109,IT,,Cotton fleece,58.0,69,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,charcoal-pullover-hoodie-009,Charcoal Pullover Hoodie,Charcoal / Cotton fleece,Comfortable pullover hoodie with kangaroo pocket. Color: Charcoal. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,680,39,33,4,6109,IT,,Cotton fleece,,,,,clothing,TRUE,EXT-0009,,XL,CHAPULHOO009-XL,8930000000093,FALSE,TRUE,716,39,33,4,6109,IT,,Cotton fleece,59.5,71,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-back.png
,cream-zip-hoodie-010,Cream Zip Hoodie,Cream / Cotton fleece,Full-zip hoodie built for layering and travel. Color: Cream. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,700,40,24,5,6109,DK,,Cotton fleece,,,,,clothing,TRUE,EXT-0010,,S,CREZIPHOO010-S,8930000000100,FALSE,TRUE,700,40,24,5,6109,DK,,Cotton fleece,59.0,70,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,cream-zip-hoodie-010,Cream Zip Hoodie,Cream / Cotton fleece,Full-zip hoodie built for layering and travel. Color: Cream. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,700,40,24,5,6109,DK,,Cotton fleece,,,,,clothing,TRUE,EXT-0010,,M,CREZIPHOO010-M,8930000000101,FALSE,TRUE,712,40,24,5,6109,DK,,Cotton fleece,60.5,72,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,cream-zip-hoodie-010,Cream Zip Hoodie,Cream / Cotton fleece,Full-zip hoodie built for layering and travel. Color: Cream. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,700,40,24,5,6109,DK,,Cotton fleece,,,,,clothing,TRUE,EXT-0010,,L,CREZIPHOO010-L,8930000000102,FALSE,TRUE,724,40,24,5,6109,DK,,Cotton fleece,62.0,74,Size,L,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,cream-zip-hoodie-010,Cream Zip Hoodie,Cream / Cotton fleece,Full-zip hoodie built for layering and travel. Color: Cream. Made from cotton fleece. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,700,40,24,5,6109,DK,,Cotton fleece,,,,,clothing,TRUE,EXT-0010,,XL,CREZIPHOO010-XL,8930000000103,FALSE,TRUE,736,40,24,5,6109,DK,,Cotton fleece,63.5,76,Size,XL,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png
,black-lightweight-hoodie-011,Black Lightweight Hoodie,Black / French terry,Light hoodie for transitional weather. Color: Black. Made from french terry. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,580,41,25,6,6109,VN,,French terry,,,,,clothing,TRUE,EXT-0011,,S,BLALIGHOO011-S,8930000000110,FALSE,TRUE,580,41,25,6,6109,VN,,French terry,50.0,60,Size,S,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
,black-lightweight-hoodie-011,Black Lightweight Hoodie,Black / French terry,Light hoodie for transitional weather. Color: Black. Made from french terry. Designed for modern everyday outfits.,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,580,41,25,6,6109,VN,,French terry,,,,,clothing,TRUE,EXT-0011,,M,BLALIGHOO011-M,8930000000111,FALSE,TRUE,592,41,25,6,6109,VN,,French terry,51.5,62,Size,M,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png
