index,expected_intent,text,conversation_id,guest_id,ok,actual_lex_intent,resolved_intent,resolution_source,search_status,current_product_name,current_order_code,duration_ms,message_preview,error
20,ProductRecommendationIntent,gợi ý điện thoại chụp ảnh đẹp,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductRecommendationIntent,product_recommendation,local_nlu,recommendation_success,,,473.55,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 16: 19.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 11: 6.990.000 VNĐ - ",
21,ProductRecommendationIntent,sinh viên nên mua máy nào,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductRecommendationIntent,product_recommendation,local_nlu,recommendation_success,,,437.9,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
22,ProductCompareIntent,iphone 16 với s25 cái nào ngon hơn,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCompareIntent,product_compare,local_nlu,product_not_found,,,248.24,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
23,ProductCompareIntent,nên chọn xiaomi hay samsung,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCompareIntent,product_compare,local_nlu,product_not_found,,,613.77,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
24,ProductCompareIntent,so sánh giúp mình 2 máy này,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCompareIntent,product_compare,local_nlu,product_not_found,,,226.25,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
25,ProductCompareIntent,con nào đáng tiền hơn,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCompareIntent,product_compare,local_nlu,product_not_found,,,837.6,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
26,ProductCompareIntent,khác nhau chỗ nào,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCompareIntent,product_compare,local_nlu,product_not_found,,,243.1,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
27,ProductSpecIntent,cấu hình máy này thế nào,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductSpecIntent,product_spec,local_nlu,product_spec,,,837.33,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
28,ProductSpecIntent,ram bao nhiêu vậy,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductSpecIntent,product_spec,local_nlu,product_spec,,,481.21,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
29,ProductSpecIntent,dùng chip gì,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductSpecIntent,product_spec,local_nlu,product_spec,,,485.43,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
30,ProductSpecIntent,màn hình bao nhiêu hz,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductSpecIntent,product_spec,local_nlu,product_spec,,,458.84,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
31,ProductSpecIntent,có hỗ trợ esim không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductSpecIntent,product_spec,local_nlu,product_spec,,,457.12,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone Air: 27.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 14: 12.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi {""richContent"": [[{""type"": """,
32,ProductCameraIntent,camera có đẹp không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCameraIntent,product_camera,local_nlu,product_camera,,,372.39,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
33,ProductCameraIntent,chụp đêm ổn chứ,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCameraIntent,product_camera,local_nlu,product_camera,,,836.31,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
34,ProductCameraIntent,quay video có rung không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCameraIntent,product_camera,local_nlu,product_camera,,,469.14,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
35,ProductCameraIntent,máy nào selfie đẹp,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCameraIntent,product_camera,local_nlu,product_camera,,,754.46,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
36,ProductCameraIntent,chụp chân dung ngon không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductCameraIntent,product_camera,local_nlu,product_camera,,,426.33,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
37,ProductBatteryIntent,pin dùng được mấy tiếng,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductBatteryIntent,product_battery,local_nlu,product_battery,,,387.73,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
38,ProductBatteryIntent,pin có trâu không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductBatteryIntent,product_battery,local_nlu,product_battery,,,424.69,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
39,ProductBatteryIntent,sạc đầy mất bao lâu,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductBatteryIntent,product_battery,local_nlu,product_battery,,,428.39,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
40,ProductBatteryIntent,hỗ trợ sạc nhanh bao nhiêu w,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductBatteryIntent,product_battery,local_nlu,product_battery,,,464.09,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
41,ProductBatteryIntent,dùng cả ngày nổi không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductBatteryIntent,product_battery,local_nlu,product_battery,,,398.46,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
42,ProductGamingIntent,chơi liên quân mượt không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductGamingIntent,product_gaming,local_nlu,product_gaming,,,725.22,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
43,ProductGamingIntent,chiến pubg max setting được không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductGamingIntent,product_gaming,local_nlu,product_gaming,,,452.91,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
44,ProductGamingIntent,máy nào gaming ngon,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductGamingIntent,product_gaming,local_nlu,product_gaming,,,402.95,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
45,ProductGamingIntent,chơi genshin ổn không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductGamingIntent,product_gaming,local_nlu,product_gaming,,,418.27,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
46,ProductGamingIntent,có nóng máy không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,ProductGamingIntent,product_gaming,local_nlu,product_gaming,,,425.34,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
47,PromotionIntent,đang có sale gì không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,PromotionIntent,bonus,local_nlu,promotion_codes_available,,,495.89,"Các mã khuyến mãi hiện có gồm WELCOME10, ANDROID15, PHONE500K, FREESHIP và PREORDER17. Bạn có thể hỏi chi tiết từng mã, ví dụ: mã FREESHIP dùng được không?",
48,PromotionIntent,hôm nay có ưu đãi gì,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,PromotionIntent,bonus,local_nlu,promotion_codes_available,,,229.15,"Các mã khuyến mãi hiện có gồm WELCOME10, ANDROID15, PHONE500K, FREESHIP và PREORDER17. Bạn có thể hỏi chi tiết từng mã, ví dụ: mã FREESHIP dùng được không?",
49,PromotionIntent,áp được mã giảm giá không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,PromotionIntent,bonus,local_nlu,promotion_codes_available,,,319.68,"Các mã khuyến mãi hiện có gồm WELCOME10, ANDROID15, PHONE500K, FREESHIP và PREORDER17. Bạn có thể hỏi chi tiết từng mã, ví dụ: mã FREESHIP dùng được không?",
50,PromotionIntent,có tặng quà kèm không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,PromotionIntent,bonus,local_nlu,promotion_not_found,tặng quà kèm,,418.28,Hiện mình chưa thấy chương trình khuyến mãi áp dụng cho tặng quà kèm. Bạn vẫn có thể hỏi mình giá từng sản phẩm cụ thể nhé.,
51,PromotionIntent,máy này có khuyến mãi không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,PromotionIntent,bonus,local_nlu,promotion_not_found,tặng quà kèm,,416.28,Hiện mình chưa thấy chương trình khuyến mãi áp dụng cho tặng quà kèm. Bạn vẫn có thể hỏi mình giá từng sản phẩm cụ thể nhé.,
52,InstallmentIntent,trả góp được không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,InstallmentIntent,installment,local_nlu,payment_installment_policy,,,340.63,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
53,InstallmentIntent,góp 12 tháng được chứ,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,InstallmentIntent,installment,local_nlu,payment_installment_policy,,,739.39,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
54,InstallmentIntent,cần trả trước bao nhiêu,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,InstallmentIntent,installment,local_nlu,payment_installment_policy,cần trả trước,,290.32,Shop hỗ trợ các phương thức thanh toán với cần trả trước: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt h,
55,InstallmentIntent,có 0 phần trăm không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,InstallmentIntent,installment,local_nlu,payment_installment_policy,,,242.93,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
56,InstallmentIntent,trả góp qua thẻ tín dụng nha,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,InstallmentIntent,installment,local_nlu,payment_installment_policy,,,507.61,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
57,PaymentMethodIntent,nhận chuyển khoản không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,PaymentMethodIntent,payment_method,local_nlu,payment_installment_policy,,,1206.05,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
58,PaymentMethodIntent,có thanh toán momo không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,PaymentMethodIntent,payment_method,local_nlu,payment_installment_policy,,,228.11,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
59,PaymentMethodIntent,quẹt thẻ được không,conv_lex_smoke_20260614T014727Z,guest_lex_smoke_20260614T014727Z,True,PaymentMethodIntent,payment_method,local_nlu,payment_installment_policy,,,297.28,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
