index,expected_intent,text,conversation_id,guest_id,ok,actual_lex_intent,resolved_intent,resolution_source,search_status,current_product_name,current_order_code,duration_ms,message_preview,error
21,ProductRecommendationIntent,sinh viên nên mua máy nào,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ProductCompareIntent,product_compare,lex,product_not_found,,,292.53,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
22,ProductCompareIntent,iphone 16 với s25 cái nào ngon hơn,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductCompareIntent,product_compare,lex,product_not_found,,,517.58,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
23,ProductCompareIntent,nên chọn xiaomi hay samsung,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductCompareIntent,product_compare,lex,product_not_found,,,597.82,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
24,ProductCompareIntent,so sánh giúp mình 2 máy này,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductCompareIntent,product_compare,lex,product_not_found,,,287.38,Mình chưa tìm thấy sản phẩm phù hợp. Bạn có thể nhập tên sản phẩm cụ thể hơn không?,
25,ProductCompareIntent,con nào đáng tiền hơn,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ProductAvailabilityIntent,fallback,lex,fallback,,,301.56,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
26,ProductCompareIntent,khác nhau chỗ nào,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,CartAddItemIntent,cart_add_item,lex,cart_checkout_guidance,,,371.05,"Để đặt sản phẩm bạn muốn mua, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
27,ProductSpecIntent,cấu hình máy này thế nào,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductSpecIntent,product_spec,lex,product_spec,,,705.76,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
28,ProductSpecIntent,ram bao nhiêu vậy,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductSpecIntent,product_spec,lex,product_spec,,,427.87,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
29,ProductSpecIntent,dùng chip gì,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductSpecIntent,product_spec,lex,product_spec,,,463.81,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
30,ProductSpecIntent,màn hình bao nhiêu hz,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductSpecIntent,product_spec,lex,product_spec,,,471.76,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
31,ProductSpecIntent,có hỗ trợ esim không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ComplaintIntent,complaint,lex,aftercare_handoff,,,321.53,Mình sẽ chuyển nhân viên để ghi nhận khiếu nại. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
32,ProductCameraIntent,camera có đẹp không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductCameraIntent,product_camera,lex,product_camera,,,475.1,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
33,ProductCameraIntent,chụp đêm ổn chứ,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductCameraIntent,product_camera,lex,product_camera,,,428.74,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
34,ProductCameraIntent,quay video có rung không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ProductSearchIntent,product_camera,local_nlu,product_camera,,,480.93,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
35,ProductCameraIntent,máy nào selfie đẹp,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductCameraIntent,product_camera,lex,product_camera,,,482.99,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
36,ProductCameraIntent,chụp chân dung ngon không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductCameraIntent,product_camera,lex,product_camera,,,453.36,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
37,ProductBatteryIntent,pin dùng được mấy tiếng,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductBatteryIntent,product_battery,lex,product_battery,,,467.39,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
38,ProductBatteryIntent,pin có trâu không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductBatteryIntent,product_battery,lex,product_battery,,,475.23,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
39,ProductBatteryIntent,sạc đầy mất bao lâu,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,CheckoutStartIntent,checkout_start,lex,cart_checkout_guidance,,,269.82,"Để đặt sản phẩm bạn muốn mua, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
40,ProductBatteryIntent,hỗ trợ sạc nhanh bao nhiêu w,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ComplaintIntent,product_battery,local_nlu,product_battery,,,673.64,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
41,ProductBatteryIntent,dùng cả ngày nổi không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,CheckoutStartIntent,checkout_start,lex,cart_checkout_guidance,,,297.66,"Để đặt sản phẩm bạn muốn mua, bạn mở trang sản phẩm trên website, chọn màu/dung lượng, thêm vào giỏ rồi thanh toán. Hiện bot chưa tự thay đổi giỏ hàng thay bạn để tránh đặt nhầm sản phẩm hoặc phiên bản.",
42,ProductGamingIntent,chơi liên quân mượt không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductGamingIntent,product_gaming,lex,product_gaming,,,566.35,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
43,ProductGamingIntent,chiến pubg max setting được không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,RefundStatusIntent,product_gaming,local_nlu,product_gaming,,,472.35,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
44,ProductGamingIntent,máy nào gaming ngon,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ProductPriceIntent,product_gaming,local_nlu,product_gaming,,,542.85,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
45,ProductGamingIntent,chơi genshin ổn không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,ProductGamingIntent,product_gaming,lex,product_gaming,,,480.59,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
46,ProductGamingIntent,có nóng máy không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ProductRecommendationIntent,product_recommendation,lex,recommendation_success,,,460.13,"Gợi ý sản phẩm  Dựa trên nhu cầu của bạn, mình gợi ý các sản phẩm này: - iPhone 17: 22.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - iPhone 15: 15.990.000 VNĐ - Ưu đãi: Chưa có chương trình khuyến mãi - Samsung Galaxy S26 Plus: 25",
47,PromotionIntent,đang có sale gì không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ProductSearchIntent,bonus,local_nlu,promotion_codes_available,,,294.76,"Các mã khuyến mãi hiện có gồm WELCOME10, ANDROID15, PHONE500K, FREESHIP và PREORDER17. Bạn có thể hỏi chi tiết từng mã, ví dụ: mã FREESHIP dùng được không?",
48,PromotionIntent,hôm nay có ưu đãi gì,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,PromotionIntent,bonus,lex,promotion_codes_available,,,342.24,"Các mã khuyến mãi hiện có gồm WELCOME10, ANDROID15, PHONE500K, FREESHIP và PREORDER17. Bạn có thể hỏi chi tiết từng mã, ví dụ: mã FREESHIP dùng được không?",
49,PromotionIntent,áp được mã giảm giá không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,PromotionIntent,bonus,lex,promotion_codes_available,,,295.28,"Các mã khuyến mãi hiện có gồm WELCOME10, ANDROID15, PHONE500K, FREESHIP và PREORDER17. Bạn có thể hỏi chi tiết từng mã, ví dụ: mã FREESHIP dùng được không?",
50,PromotionIntent,có tặng quà kèm không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,ComplaintIntent,complaint,lex,aftercare_handoff,,,349.14,Mình sẽ chuyển nhân viên để ghi nhận khiếu nại. Các yêu cầu này cần xác minh đơn hàng/tài khoản nên bot chưa tự xử lý trực tiếp. Bạn nhập /h hoặc để lại số điện thoại để shop liên hệ.,
51,PromotionIntent,máy này có khuyến mãi không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,PromotionIntent,bonus,lex,promotion_codes_available,,,1254.63,"Các mã khuyến mãi hiện có gồm WELCOME10, ANDROID15, PHONE500K, FREESHIP và PREORDER17. Bạn có thể hỏi chi tiết từng mã, ví dụ: mã FREESHIP dùng được không?",
52,InstallmentIntent,trả góp được không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,InstallmentIntent,installment,lex,payment_installment_policy,,,299.29,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
53,InstallmentIntent,góp 12 tháng được chứ,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,InstallmentIntent,installment,lex,payment_installment_policy,,,383.16,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
54,InstallmentIntent,cần trả trước bao nhiêu,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,InstallmentIntent,installment,lex,payment_installment_policy,cần trả trước,,299.32,Shop hỗ trợ các phương thức thanh toán với cần trả trước: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt h,
55,InstallmentIntent,có 0 phần trăm không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,PaymentMethodIntent,payment_method,lex,payment_installment_policy,,,906.2,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
56,InstallmentIntent,trả góp qua thẻ tín dụng nha,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,InstallmentIntent,installment,lex,payment_installment_policy,,,308.01,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
57,PaymentMethodIntent,nhận chuyển khoản không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,PaymentMethodIntent,payment_method,lex,payment_installment_policy,,,368.53,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
58,PaymentMethodIntent,có thanh toán momo không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,True,PaymentMethodIntent,payment_method,lex,payment_installment_policy,,,282.08,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
59,PaymentMethodIntent,quẹt thẻ được không,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,FallbackIntent,fallback,gemini,fallback,,,2123.96,"Mình chưa hiểu rõ yêu cầu của bạn. Bạn có thể hỏi về sản phẩm, giá, ưu đãi, giao hàng hoặc đơn hàng để mình hỗ trợ nhé. Nếu cần gặp người thật, bạn nhập /h.",
60,PaymentMethodIntent,cod được chứ,conv_lex_smoke_20260614T013900Z,guest_lex_smoke_20260614T013900Z,False,HumanHandoffIntent,payment_method,local_nlu,payment_installment_policy,,,366.11,Shop hỗ trợ các phương thức thanh toán: - COD khi nhận hàng. - Chuyển khoản ngân hàng. - Ví điện tử/Momo/VNPAY nếu checkout đang bật cổng thanh toán tương ứng. - Thẻ tín dụng và trả góp tuỳ chương trình tại thời điểm đặt hàng. Bạn có thể th,
